domain,countryCode,LON,PageViewsEnglish,birthyear,birthstate,occupation,en_curid,numlangs,birthcity,AverageViews,TotalPageViews,countryName,HPI,countryCode3,PageViewsNonEnglish,name,L_star,gender,industry,StdDevPageViews,continentName,LAT,wikiquote name
SCIENCE & TECHNOLOGY,US,-92.115,1701548,1914,IA,BIOLOGIST,275564,52,Cresco,42847.86538,2228089,UNITED STATES,21.96009541,USA,526541,Norman Borlaug,3.527363509,Male,NATURAL SCIENCES,23871.73773,North America,43.374444,Norman Borlaug
SCIENCE & TECHNOLOGY,US,-91.551111,178693,1914,IA,ASTRONOMER,255286,31,Mount Pleasant,11943.93548,370262,UNITED STATES,22.48142378,USA,191569,James Van Allen,8.717871403,Male,NATURAL SCIENCES,1262.589688,North America,40.966944,James Van Allen
HUMANITIES,US,-90.197778,4119140,1914,MO,WRITER,33594,40,St. Louis,150601.525,6024061,UNITED STATES,24.37212747,USA,1904921,William S. Burroughs,4.02543627,Male,LANGUAGE,18372.69262,North America,38.627222,William S. Burroughs
SPORTS,US,-85.400784,3591038,1914,AL,BOXER,147863,30,La Fayette,164981.9,4949457,UNITED STATES,23.56516624,USA,1358419,Joe Louis,3.395640511,Male,INDIVIDUAL SPORTS,15262.53251,North America,32.898572,Joe Louis
INSTITUTIONS,US,-81.966944,1076439,1914,SC,MILITARY PERSONNEL,80208,27,Saxon,57972.7037,1565263,United States,22.41933718,USA,488824,William Westmoreland,4.237516289,Male,MILITARY,6135.282477,North America,34.959722,William Westmoreland
SCIENCE & TECHNOLOGY,US,-74.0059,2260735,1914,NY,PHYSICIAN,25709692,42,New York,67298.78571,2826549,UNITED STATES,22.53164822,USA,565814,Jonas Salk,2.771799858,Male,MEDICINE,11662.31798,North America,40.7127,Jonas Salk
HUMANITIES,AR,-58.390556,135533,1914,,WRITER,201160,27,Buenos Aires,38041.11111,1027110,Argentina,21.25092796,ARG,891577,Adolfo Bioy Casares,3.714441015,Male,LANGUAGE,20705.52747,South America,-34.590556,Adolfo Bioy Casares
HUMANITIES,GB,-3.96,2691506,1914,,WRITER,8783,39,"Uplands, Swansea",93599.25641,3650371,UNITED KINGDOM,23.73790072,GBR,958865,Dylan Thomas,3.512001437,Male,LANGUAGE,8988.525847,Europe,51.62,Dylan Thomas
ARTS,GB,-0.1899,3644644,1914,,ACTOR,19672828,52,Maida Vale,112840.1538,5867688,UNITED KINGDOM,24.2110769,GBR,2223044,Alec Guinness,4.769646142,Male,FILM AND THEATRE,37790.39939,Europe,51.5274,Alec Guinness
SCIENCE & TECHNOLOGY,AT,16.366667,149448,1914,,CHEMIST,38262,35,Vienna,9967,348845,AUSTRIA,22.93840008,AUT,199397,Max Perutz,11.00415916,Male,NATURAL SCIENCES,1117.299116,Europe,48.2,Max Perutz
HUMANITIES,FI,24.9375,516353,1914,,WRITER,49274,37,Helsinki,54639.62162,2021666,FINLAND,25.02081317,FIN,1505313,Tove Jansson,8.957246841,Female,LANGUAGE,5242.342581,Europe,60.170833,Tove Jansson
HUMANITIES,LT,25.283333,393475,1914,,WRITER,82713,35,Vilnius,58920.65714,2062223,LITHUANIA,24.09407776,LTU,1668748,Romain Gary,5.739813451,Male,LANGUAGE,9077.812168,Europe,54.683333,Romain Gary
HUMANITIES,VN,106.666667,665670,1914,,WRITER,84569,40,Ho Chi Minh City,70941.4,2837656,Vietnam,25.18377306,VNM,2171986,Marguerite Duras,7.654714568,Female,LANGUAGE,8333.857869,Asia,10.75,Marguerite Duras
SCIENCE & TECHNOLOGY,US,-118.25,90176,1913,CA,PHYSICIST,456746,42,Los Angeles,7354.47619,308888,UNITED STATES,23.43341774,USA,218712,Willis Lamb,17.83633309,Male,NATURAL SCIENCES,1295.94641,North America,34.05,Willis Lamb
INSTITUTIONS,US,-117.813231,18106464,1913,CA,POLITICIAN,25473,103,Los Angeles,265293.4078,27325221,UNITED STATES,27.0140806,USA,9218757,Richard Nixon,5.129822327,Male,GOVERNMENT,94944.97918,North America,33.888551,Richard Nixon
HUMANITIES,US,-97.535,941206,1913,OK,WRITER,43149,26,Oklahoma City,42529.80769,1105775,UNITED STATES,20.92569874,USA,164569,Ralph Ellison,2.256756302,Male,LANGUAGE,3356.756658,North America,35.482222,Ralph Ellison
INSTITUTIONS,US,-96,9875197,1913,NE,POLITICIAN,5030380,97,Omaha,146608.7113,14221045,UNITED STATES,25.94347862,USA,4345848,Gerald Ford,4.783346368,Male,GOVERNMENT,59670.89403,North America,41.25,Gerald Ford
SPORTS,US,-87.1622373,3912935,1913,AL,ATHLETE,46827,56,Oakville,106174.375,5945765,UNITED STATES,23.80705928,USA,2032830,Jesse Owens,4.657200268,Male,INDIVIDUAL SPORTS,55553.29366,North America,34.4453737,Jesse Owens
PUBLIC FIGURE,US,-85.706781,12637653,1913,AL,SOCIAL ACTIVIST,26458,71,Tuskegee,249636.3944,17724184,UNITED STATES,24.98326894,USA,5086531,Rosa Parks,3.695269883,Female,ACTIVISM,128575.7778,North America,32.431506,Rosa Parks
ARTS,US,-73.990278,3168480,1913,NY,ACTOR,9002,28,New York,143277.7143,4011776,UNITED STATES,21.46073149,USA,843296,Danny Kaye,2.761469365,Male,FILM AND THEATRE,48161.52819,North America,40.692778,Danny Kaye
SCIENCE & TECHNOLOGY,US,-72.674286,263608,1913,CT,PSYCHOLOGIST,102958,35,Hartford,14195.88571,496856,UNITED STATES,22.45095525,USA,233248,Roger Wolcott Sperry,7.864039619,Male,SOCIAL SCIENCES,2181.718775,North America,41.762736,Roger Wolcott Sperry
SPORTS,GB,-3.983333,1204904,1913,,COACH,318569,32,Glenbuck,50822.3125,1626314,UNITED KINGDOM,21.90381299,GBR,421410,Bill Shankly,3.673782782,Male,TEAM SPORTS,9524.235386,Europe,55.533333,Bill Shankly
SCIENCE & TECHNOLOGY,GB,-0.1275,69223,1913,,ECONOMIST,324316,32,London,6583.90625,210685,UNITED KINGDOM,22.89354291,GBR,141462,Richard Stone,13.60715032,Male,SOCIAL SCIENCES,570.1823375,Europe,51.507222,Richard Stone
ARTS,GB,-0.0969,1838885,1913,,ACTOR,159618,28,Kenley,97268.25,2723511,UNITED KINGDOM,22.87209737,GBR,884626,Peter Cushing,3.727337392,Male,FILM AND THEATRE,11287.10172,Europe,51.3242,Peter Cushing
ARTS,FR,3.0042,358368,1913,,SINGER,313835,29,Narbonne,52171.03448,1512960,France,22.79584021,FRA,1154592,Charles Trenet,4.887468797,Male,MUSIC,11994.79736,Europe,43.1836,Charles Trenet
HUMANITIES,FR,4.8917,258266,1913,,PHILOSOPHER,457623,38,Valence,36692.57895,1394318,FRANCE,24.28587029,FRA,1136052,Paul Ricoeur,11.19110931,Male,PHILOSOPHY,7354.613739,Europe,44.9333,Paul Ricœur
INSTITUTIONS,DE,7.15,1839407,1913,,MILITARY PERSONNEL,17335,30,Bad Godesberg,154626.9333,4638808,Germany,24.35195051,DEU,2799401,Klaus Barbie,6.969799074,Male,MILITARY,27749.67089,Europe,50.683333,Klaus Barbie
HUMANITIES,DZ,7.75,5388929,1913,,WRITER,983,95,Dr‰ö_å©an,190440.9053,18091886,ALGERIA,26.68507129,DZA,12702957,Albert Camus,10.40740845,Male,LANGUAGE,225236.2088,Africa,36.683333,Albert Camus
INSTITUTIONS,DE,10.686389,1117924,1913,,POLITICIAN,49260,69,L‰ö_å¼beck,88754.5942,6124067,GERMANY,25.80997451,DEU,5006143,Willy Brandt,6.909440704,Male,GOVERNMENT,34759.07467,Europe,53.869722,Willy Brandt
SCIENCE & TECHNOLOGY,DE,13.35,81264,1913,,PHYSICIST,595186,37,Zeithain,6037.432432,223385,Germany,22.86131338,DEU,142121,Wolfgang Paul,15.57992522,Male,NATURAL SCIENCES,830.4235336,Europe,51.333333,Wolfgang Paul
ARTS,AT,16.366667,4231643,1913,,ACTOR,170982,33,Vienna,164698.4545,5435049,Austria,22.37399092,AUT,1203406,Hedy Lamarr,2.969642845,Female,FILM AND THEATRE,47347.33558,Europe,48.2,Hedy Lamarr
HUMANITIES,HU,19.051389,1333714,1913,,JOURNALIST,162711,43,Budapest,89801.46512,3861463,HUNGARY,24.97036807,HUN,2527749,Robert Capa,9.148688023,Male,LANGUAGE,21143.77748,Europe,47.4925,Robert Capa
INSTITUTIONS,BY,23.666667,1409690,1913,,POLITICIAN,20767,56,Brest,58354.85714,3267872,BELARUS,24.9512006,BLR,1858182,Menachem Begin,7.960520592,Male,GOVERNMENT,15194.15635,Europe,52.133333,Menachem Begin
ARTS,US,-118.25,2665020,1912,CA,COMPOSER,65954,45,Los Angeles,120121.3111,5405459,UNITED STATES,25.33576019,USA,2740439,John Cage,7.035870025,Male,MUSIC,18050.19718,North America,34.05,John Cage
PUBLIC FIGURE,US,-118.131944,9230459,1912,CA,CHEF,16441,29,Los Angeles,518714.4483,15042719,United States,22.32321097,USA,5812260,Julia Child,4.517248573,Female,MEDIA PERSONALITY,896552.6023,North America,34.156111,Julia Child
ARTS,US,-109.057222,6835463,1912,WY,PAINTER,16307,79,Cody,169089.4557,13358067,UNITED STATES,25.37505363,USA,6522604,Jackson Pollock,6.970521612,Male,FINE ARTS,177537.8623,North America,44.523333,Jackson Pollock
ARTS,US,-96.305556,3315425,1912,OK,MUSICIAN,33278,38,Okemah,115457.2368,4387375,United States,23.10529963,USA,1071950,Woody Guthrie,3.152680564,Male,MUSIC,20175.22915,North America,35.431111,Woody Guthrie
SCIENCE & TECHNOLOGY,US,-89.288056,130291,1912,IL,PHYSICIST,396531,43,Taylorville,8668.627907,372751,UNITED STATES,23.52692564,USA,242460,Edward Mills Purcell,15.87528824,Male,NATURAL SCIENCES,1449.154765,North America,39.540833,Edward Mills Purcell
SCIENCE & TECHNOLOGY,US,-87.6675,488050,1912,MI,CHEMIST,13120,41,Ishpeming,20086.36585,823541,UNITED STATES,22.85541428,USA,335491,Glenn T. Seaborg,6.705542493,Male,NATURAL SCIENCES,3492.073108,North America,46.488611,Glenn T. Seaborg
SCIENCE & TECHNOLOGY,US,-73.990278,4986262,1912,NY,ECONOMIST,19640,65,New York,141755.6923,9214120,UNITED STATES,26.27997242,USA,4227858,Milton Friedman,7.08432019,Male,SOCIAL SCIENCES,26854.59103,North America,40.692778,Milton Friedman
INSTITUTIONS,GB,-1.083333,1197076,1912,,POLITICIAN,52278,53,Portsmouth,33328.84906,1766429,UNITED KINGDOM,22.88704949,GBR,569353,James Callaghan,4.925561223,Male,GOVERNMENT,11694.18193,Europe,50.816667,James Callaghan
SCIENCE & TECHNOLOGY,GB,-0.1899,8685854,1912,,COMPUTER SCIENTIST,1208,108,Maida Vale,166646.3981,17997811,UNITED KINGDOM,24.98917589,GBR,9311957,Alan Turing,9.422714896,Male,COMPUTER SCIENCE,928280.0478,Europe,51.5274,Alan Turing
HUMANITIES,GB,-0.1621,422323,1912,,WRITER,23932,56,Knightsbridge,14166.67857,793334,UNITED KINGDOM,23.85219622,GBR,371011,Patrick White,9.694784346,Male,LANGUAGE,2711.262641,Europe,51.4999,Patrick White
INSTITUTIONS,DE,7.133333,798661,1912,,PILOT,252155,31,Herten,63097.6129,1956026,Germany,24.57414172,DEU,1157365,Adolf Galland,7.406818624,Male,MILITARY,4284.537846,Europe,51.6,Adolf Galland
ARTS,IT,11.616667,853934,1912,,FILM DIRECTOR,38939,58,Ferrara,44812.27586,2599112,ITALY,25.89214621,ITA,1745178,Michelangelo Antonioni,11.17878554,Male,FILM AND THEATRE,6488.598113,Europe,44.833333,Michelangelo Antonioni
INSTITUTIONS,IT,11.916667,3310495,1912,,RELIGIOUS FIGURE,24027,80,Canale d'Agordo,119024.3875,9521951,ITALY,25.23968927,ITA,6211456,Pope John Paul I,9.951488959,Male,RELIGION,199489.2004,Europe,46.35,Pope John Paul I
INSTITUTIONS,PL,15.734444,667263,1912,,PILOT,185447,28,Jelenia G‰ö_‰ä´ra,54957.67857,1538815,POLAND,23.60237847,POL,871552,Hanna Reitsch,6.548563419,Female,MILITARY,5356.496318,Europe,50.903333,Hanna Reitsch
SCIENCE & TECHNOLOGY,PL,17.266389,3171315,1912,,ENGINEER,33783,57,Wyrzysk,114386.1228,6520009,POLAND,25.61989076,POL,3348694,Wernher von Braun,7.185411677,Male,ENGINEERING,25903.15973,Europe,53.156111,Wernher von Braun
ARTS,HU,19.051389,626186,1912,,CONDUCTOR,163633,26,Budapest,41999.23077,1091980,HUNGARY,21.99407425,HUN,465794,Georg Solti,5.812038349,Male,MUSIC,8361.516824,Europe,47.4925,Georg Solti
SCIENCE & TECHNOLOGY,RU,30.3,123941,1912,,MATHEMATICIAN,194660,41,Saint Petersburg,6818.073171,279541,Russia,22.49222321,RUS,155600,Leonid Kantorovich,11.89359706,Male,MATH,1402.114613,Europe,59.95,Leonid Kantorovich
HUMANITIES,IN,75.576,541636,1912,,WRITER,65137,34,Jalandhar,27569.97059,937379,India,22.89309968,IND,395743,Lawrence Durrell,5.914859727,Male,LANGUAGE,3302.818576,Asia,31.326,Lawrence Durrell
INSTITUTIONS,KP,125.738056,4881691,1912,,POLITICIAN,19718837,76,Pyongyang,146347.3289,11122397,North Korea,25.41905997,PRK,6240706,Kim Il-sung,9.329556665,Male,GOVERNMENT,174272.5519,Asia,39.019444,Kim Il-sung
ARTS,US,,4592485,1912,PA,ACTOR,12209,47,Pittsburgh,139890.4043,6574849,United States,24.01531389,USA,1982364,Gene Kelly,3.889029584,Male,FILM AND THEATRE,34337.58461,North America,,Gene Kelly
SCIENCE & TECHNOLOGY,US,-122.195278,280384,1911,WA,ECONOMIST,800930,31,Seattle,16775.25806,520033,United States,22.70551001,USA,239649,George Stigler,7.214159349,Male,SOCIAL SCIENCES,1499.141058,North America,47.486667,George Stigler
HUMANITIES,CA,-113.5,2131153,1911,,PHILOSOPHER,19548,37,Edmonton,118848.7027,4397402,CANADA,24.96360654,CAN,2266249,Marshall McLuhan,6.642033674,Male,PHILOSOPHY,13772.61101,North America,53.533333,Marshall McLuhan
HUMANITIES,US,-97.833611,6311656,1911,NE,WRITER,17862,34,Tilden,256989.0294,8737627,United States,23.35872686,USA,2425971,L. Ron Hubbard,3.345406089,Male,LANGUAGE,67484.9521,North America,42.045278,L. Ron Hubbard
INSTITUTIONS,US,-97.478889,1851132,1911,SD,POLITICIAN,42636,34,Wallace,66045.14706,2245535,United States,22.15478539,USA,394403,Hubert Humphrey,2.622491976,Male,GOVERNMENT,7367.46935,North America,45.085,Hubert Humphrey
ARTS,US,-94.406667,3165570,1911,MO,ACTOR,64612,47,Independence,93624.85106,4400368,UNITED STATES,23.72723346,USA,1234798,Ginger Rogers,3.782971348,Female,FILM AND THEATRE,18705.76693,North America,39.079722,Ginger Rogers
ARTS,US,-90.197778,4260839,1911,MO,ACTOR,151949,33,St. Louis,196147.8788,6472880,UNITED STATES,24.12288201,USA,2212041,Vincent Price,3.895524516,Male,FILM AND THEATRE,23993.98164,North America,38.627222,Vincent Price
INSTITUTIONS,US,-89.785278,23752828,1911,IL,POLITICIAN,25433,107,Tampico,334460.6822,35787293,UNITED STATES,27.22809107,USA,12034465,Ronald Reagan,5.09073163,Male,GOVERNMENT,137049.0948,North America,41.630556,Ronald Reagan
HUMANITIES,US,-88.415,3898525,1911,MS,WRITER,44634,54,Columbus,111983.7963,6047125,UNITED STATES,25.02231055,USA,2148600,Tennessee Williams,4.922243114,Male,LANGUAGE,18313.70432,North America,33.501667,Tennessee Williams
SCIENCE & TECHNOLOGY,US,-81.661389,623516,1911,FL,PHYSICIST,327127,36,Jacksonville,29181.88889,1050548,UNITED STATES,22.23525739,USA,427032,John Archibald Wheeler,6.009454018,Male,NATURAL SCIENCES,8354.693208,North America,30.336944,John Archibald Wheeler
SCIENCE & TECHNOLOGY,US,-79.976389,91680,1911,PA,ASTRONOMER,577678,41,Pittsburgh,6916.170732,283563,UNITED STATES,22.94243466,USA,191883,William Alfred Fowler,16.14463421,Male,NATURAL SCIENCES,1528.592103,North America,40.439722,William Alfred Fowler
ARTS,US,-79.238611,8956709,1911,NY,ACTOR,24191364,32,Jamestown,305706.5625,9782610,United States,20.87426194,USA,825901,Lucille Ball,1.633725764,Female,FILM AND THEATRE,141808.2014,North America,42.095556,Lucille Ball
HUMANITIES,GB,-5.0757,1607141,1911,,WRITER,34126,68,Newquay,41901.29412,2849288,UNITED KINGDOM,25.28265622,GBR,1242147,William Golding,7.740147719,Male,LANGUAGE,7614.04922,Europe,50.412,William Golding
HUMANITIES,GB,-2.801,412390,1911,,PHILOSOPHER,238143,30,Lancaster,29363.46667,880904,UNITED KINGDOM,23.07880189,GBR,468514,J. L. Austin,7.618166175,Male,PHILOSOPHY,3492.953467,Europe,54.047,J. L. Austin
SCIENCE & TECHNOLOGY,FR,2.3508,113694,1911,,ECONOMIST,414266,40,Paris,14518.525,580741,FRANCE,22.97136876,FRA,467047,Maurice Allais,9.935200033,Male,SOCIAL SCIENCES,4444.339673,Europe,48.8567,Maurice Allais
ARTS,FR,2.3508,1051955,1911,,SCULPTOR,604117,32,Paris,56214.8125,1798874,France,22.56301945,FRA,746919,Louise Bourgeois,4.583431049,Female,FINE ARTS,12223.24028,Europe,48.8567,Louise Bourgeois
HUMANITIES,CH,8.55,250227,1911,,WRITER,307267,43,Z‰ö_å¼rich,51854.27907,2229734,SWITZERLAND,24.21483961,CHE,1979507,Max Frisch,4.448768063,Male,LANGUAGE,10039.52936,Europe,47.366667,Max Frisch
ARTS,IT,9.183333,618156,1911,,COMPOSER,143160,35,Milan,60426.62857,2114932,ITALY,23.24188477,ITA,1496776,Nino Rota,9.242099268,Male,MUSIC,32213.34658,Europe,45.466667,Nino Rota
SCIENCE & TECHNOLOGY,DE,10.271333,8936361,1911,,PHYSICIAN,84508,48,G‰ö_å¼nzburg,390980.0833,18767044,GERMANY,26.74084445,DEU,9830683,Josef Mengele,7.94212105,Male,MEDICINE,66884.02122,Europe,48.452667,Josef Mengele
SCIENCE & TECHNOLOGY,NO,11.046389,62499,1911,,ECONOMIST,1071972,32,Skedsmo,6989.96875,223679,NORWAY,23.10400262,NOR,161180,Trygve Haavelmo,15.24501405,Male,SOCIAL SCIENCES,635.0962998,Europe,59.982778,Trygve Haavelmo
SCIENCE & TECHNOLOGY,DE,12.383333,82309,1911,,BIOLOGIST,215426,34,Leipzig,8345.558824,283749,Germany,22.53718791,DEU,201440,Bernard Katz,14.37982959,Male,NATURAL SCIENCES,1778.699645,Europe,51.333333,Bernard Katz
INSTITUTIONS,BG,23.918833,311011,1911,,POLITICIAN,276706,39,Pravets,27801.74359,1084268,BULGARIA,23.94760713,BGR,773257,Todor Zhivkov,9.573591692,Male,GOVERNMENT,4862.421859,Europe,42.894222,Todor Zhivkov
HUMANITIES,RO,24.066667,400323,1911,,PHILOSOPHER,251240,39,R®ÕÌäåÈÌ«inari,54827.58974,2138276,ROMANIA,24.92622999,ROU,1737953,Emil Cioran,10.06653908,Male,PHILOSOPHY,8517.040175,Europe,45.7,Emil Cioran
SPORTS,RU,29.866667,317720,1911,,CHESSMASTER,242416,45,Repino,15292.11111,688145,Russia,23.85391816,RUS,370425,Mikhail Botvinnik,10.9460321,Male,INDIVIDUAL SPORTS,2141.858162,Europe,60.166667,Mikhail Botvinnik
HUMANITIES,EG,31.233333,808160,1911,,WRITER,21995,90,Cairo,43868.74444,3948187,EGYPT,25.21950905,EGY,3140027,Naguib Mahfouz,7.258437881,Male,LANGUAGE,35260.57662,Africa,30.05,Naguib Mahfouz
INSTITUTIONS,RU,,1155323,1911,,POLITICIAN,17272,57,Bolshaya Tes,48516.85965,2765461,Russia,25.91044767,RUS,1610138,Konstantin Chernenko,11.87628848,Male,GOVERNMENT,6576.397277,Europe,,Konstantin Chernenko
SCIENCE & TECHNOLOGY,US,-75.166667,1044640,1910,PA,SOCIOLOGIST,230600,26,Philadelphia,65066.03846,1691717,UNITED STATES,22.71791696,USA,647077,Robert K. Merton,5.101692758,Male,SOCIAL SCIENCES,7768.335891,North America,39.95,Robert K. Merton
HUMANITIES,FR,-0.58,284970,1910,,WRITER,63743,44,Bordeaux,47932.77273,2109042,FRANCE,23.91221507,FRA,1824072,Jean Anouilh,4.158826859,Male,LANGUAGE,11408.54635,Europe,44.84,Jean Anouilh
EXPLORATION,FR,-0.4447,1764848,1910,,EXPLORER,16252,60,Saint-Andr‰ö_å©-de-Cubzac,77596.51667,4655791,FRANCE,25.40125595,FRA,2890943,Jacques-Yves Cousteau,9.639538297,Male,EXPLORERS,28460.19299,Europe,44.9956,Jacques-Yves Cousteau
SCIENCE & TECHNOLOGY,GB,-0.2295,674602,1910,,ECONOMIST,26354,41,Willesden,30765.36585,1261380,United Kingdom,22.73641774,GBR,586778,Ronald Coase,7.677984683,Male,SOCIAL SCIENCES,12236.93759,Europe,51.5468,Ronald Coase
SCIENCE & TECHNOLOGY,GB,-0.1275,792903,1910,,PHYSICIST,33132,53,London,25492,1351076,United Kingdom,23.85050755,GBR,558173,William Shockley,7.251496207,Male,NATURAL SCIENCES,4996.097721,Europe,51.507222,William Shockley
HUMANITIES,FR,2.3508,815817,1910,,WRITER,167347,39,Paris,58414.48718,2278165,FRANCE,24.66993983,FRA,1462348,Jean Genet,8.132149774,Male,LANGUAGE,8026.196592,Europe,48.8567,Jean Genet
SCIENCE & TECHNOLOGY,FR,2.3508,191415,1910,,CHEMIST,547527,36,Paris,17266,621576,FRANCE,23.45854909,FRA,430161,Jacques Monod,9.840711068,Male,NATURAL SCIENCES,2416.342386,Europe,48.8567,Jacques Monod
SCIENCE & TECHNOLOGY,NL,5.121111,76094,1910,,ECONOMIST,1331883,31,s-Graveland,7230.806452,224155,Netherlands,22.6463944,NLD,148061,Tjalling Koopmans,12.83631656,Male,SOCIAL SCIENCES,758.9440214,Europe,52.244167,Tjalling Koopmans
ARTS,DE,6.783333,789990,1910,,ACTOR,180908,35,D‰ö_å¼sseldorf,33038.17143,1156336,Germany,21.67648599,DEU,366346,Luise Rainer,3.975299017,Female,FILM AND THEATRE,8934.242505,Europe,51.233333,Luise Rainer
SCIENCE & TECHNOLOGY,DE,13.383333,947269,1910,,INVENTOR,16810,44,Berlin,74877.11364,3294593,GERMANY,24.22912187,DEU,2347324,Konrad Zuse,5.829192101,Male,INVENTION,23414.48286,Europe,52.516667,Konrad Zuse
PUBLIC FIGURE,PL,21.266667,2265872,1910,,SOCIAL ACTIVIST,619670,41,Otwock,120172.6341,4927078,POLAND,23.98206092,POL,2661206,Irena Sendler,6.227440542,Female,ACTIVISM,50594.96486,Europe,52.116667,Irena Sendler
PUBLIC FIGURE,MK,21.433333,13786188,1910,,SOCIAL ACTIVIST,347105,101,Skopje,298469.6139,30145431,Republic of Macedonia,27.86335635,MKD,16359243,Mother Teresa,9.194702224,Female,ACTIVISM,142746.1743,Europe,42,Mother Teresa
SCIENCE & TECHNOLOGY,PK,74.343611,972583,1910,,PHYSICIST,145319,53,Lahore,28337,1501861,Pakistan,23.28356389,PAK,529278,Subrahmanyan Chandrasekhar,6.086227388,Male,NATURAL SCIENCES,7791.784911,Asia,31.549722,Subrahmanyan Chandrasekhar
INSTITUTIONS,PH,120.6,810994,1910,,POLITICIAN,564854,29,Lubao,51696.27586,1499192,PHILIPPINES,21.76732683,PHL,688198,Diosdado Macapagal,3.133599219,Male,GOVERNMENT,12977.91212,Asia,14.933333,Diosdado Macapagal
ARTS,JP,139.733333,3746139,1910,,FILM DIRECTOR,872,102,Tokyo,96410.39216,9833860,JAPAN,26.23577062,JPN,6087721,Akira Kurosawa,9.490106699,Male,FILM AND THEATRE,91964.93387,Asia,35.6,Akira Kurosawa
INSTITUTIONS,IN,,307106,1910,,POLITICIAN,754183,31,Thanjavur,12826.41935,397619,India,19.76458773,IND,90513,R. Venkataraman,3.305167974,Male,GOVERNMENT,3781.852401,Asia,,R. Venkataraman
ARTS,US,-75.878056,329295,1909,PA,FILM DIRECTOR,432511,33,Wilkes-Barre,23185.90909,765135,UNITED STATES,23.07416828,USA,435840,Joseph L. Mankiewicz,7.385401524,Male,FILM AND THEATRE,3066.329003,North America,41.244444,Joseph L. Mankiewicz
INSTITUTIONS,GH,-2.322222,1380528,1909,,POLITICIAN,17062,86,Nkroful,25254.96512,2171927,GHANA,24.51163684,GHA,791399,Kwame Nkrumah,6.731979928,Male,GOVERNMENT,8917.905501,Africa,4.963889,Kwame Nkrumah
HUMANITIES,FR,2.3508,593529,1909,,PHILOSOPHER,179955,37,Paris,51969.32432,1922865,FRANCE,24.40106145,FRA,1329336,Simone Weil,7.447113557,Female,PHILOSOPHY,7049.793907,Europe,48.8567,Simone Weil
SCIENCE & TECHNOLOGY,IT,7.7,612250,1909,,PHYSICIAN,708064,50,Turin,65874.22,3293711,ITALY,23.21229582,ITA,2681461,Rita Levi-Montalcini,4.140050886,Female,MEDICINE,60077.26786,Europe,45.066667,Rita Levi-Montalcini
HUMANITIES,AT,16.366667,2365627,1909,,WRITER,240018,38,Vienna,152293.1053,5787138,Austria,25.09455308,AUT,3421511,Peter Drucker,6.634032208,Male,LANGUAGE,24972.75901,Europe,48.2,Peter Drucker
HUMANITIES,AT,16.366667,1336715,1909,,WRITER,471037,27,Vienna,83489.74074,2254223,Austria,22.21608506,AUT,917508,Miep Gies,5.047173929,Female,LANGUAGE,25081.01581,Europe,48.2,Miep Gies
HUMANITIES,LV,24.106389,743773,1909,,PHILOSOPHER,157279,35,Riga,38300.85714,1340530,LATVIA,23.87151287,LVA,596757,Isaiah Berlin,6.796165682,Male,PHILOSOPHY,3234.366639,Europe,56.948889,Isaiah Berlin
ARTS,TR,28.976018,1733786,1909,,FILM DIRECTOR,42874,45,Istanbul,69035.6,3106602,Turkey,24.57510762,TUR,1372816,Elia Kazan,6.595684788,Male,FILM AND THEATRE,10645.9942,Asia,41.01224,Elia Kazan
INSTITUTIONS,BY,30.984167,430857,1909,,POLITICIAN,375567,43,Gomel,22262.69767,957296,BELARUS,23.84239201,BLR,526439,Andrei Gromyko,10.01394836,Male,GOVERNMENT,3797.504708,Europe,52.445278,Andrei Gromyko
ARTS,AU,,4538694,1909,,ACTOR,67030,59,Hobart,111716.4576,6591271,Australia,24.58835901,AUS,2052577,Errol Flynn,3.879341391,Male,FILM AND THEATRE,25700.37753,Oceania,,Errol Flynn
INSTITUTIONS,MM,,629978,1909,,POLITICIAN,326067,58,Pantanaw,22276.44828,1292034,Myanmar [Burma],24.94010273,MMR,662056,U Thant,11.09068872,Male,GOVERNMENT,3212.592825,Asia,,U Thant
HUMANITIES,US,-119.766667,605239,1908,CA,WRITER,33580,33,Fresno,30527.18182,1007397,UNITED STATES,23.07950732,USA,402158,William Saroyan,6.171598867,Male,LANGUAGE,3117.839224,North America,36.75,William Saroyan
INSTITUTIONS,US,-98.66,11384009,1908,TX,POLITICIAN,54533,94,Stonewall,165775.2872,15582877,United States,25.70710866,USA,4198868,Lyndon B. Johnson,4.112079146,Male,GOVERNMENT,69049.59549,North America,30.24,Lyndon B. Johnson
SCIENCE & TECHNOLOGY,US,-89.4,536737,1908,WI,PHYSICIST,15737,52,Madison,23928.69231,1244292,UNITED STATES,24.53878334,USA,707555,John Bardeen,11.46687591,Male,NATURAL SCIENCES,4610.204213,North America,43.066667,John Bardeen
INSTITUTIONS,US,-88.438056,5232220,1908,WI,POLITICIAN,16321,41,Grand Chute,164039.8293,6725633,UNITED STATES,23.82679948,USA,1493413,Joseph McCarthy,3.010155317,Male,GOVERNMENT,22186.3424,North America,44.281667,Joseph McCarthy
ARTS,US,-85.13915,2183522,1908,IN,ACTOR,44354,31,Fort Wayne,101030.2903,3131939,UNITED STATES,23.0077355,USA,948417,Carole Lombard,3.829835638,Female,FILM AND THEATRE,14317.56875,North America,41.08045,Carole Lombard
